Title,Author,Year,Citation count,Open access,Funder,Institution,Countries count,Keyword
LAMP2: a major update of the database linking antimicrobial peptides,Guizi Ye|Hongyu Wu|Jinjiang Huang|Wei Wang|Kuikui Ge|Guodong Li|Jiang F. Zhong|Qingshan Huang,2020,127,Open Access,Government of Jiangsu Province|Fudan University|State Key Laboratory of Genetic Engineering|National Key Research and Development Program of China,Fudan University|,1,Antimicrobial peptides|Computer science|Function (biology)|Database|Antimicrobial|Biology|Microbiology
Antimicrobial Peptides as Anti-Infective Agents in Pre-Post-Antibiotic Era?,Tomislav Rončević|Jasna Puizina|Alessandro Tossi,2019,151,Open Access,,Institute of Oceanography and Fisheries|University of Split|University of Trieste,2,Antimicrobial peptides|Antimicrobial|Antibiotics|Drug discovery|Antibiotic resistance|Biology|Computational biology|Biotechnology|Microbiology|Bioinformatics
Design of Antimicrobial Peptides: Progress Made with Human Cathelicidin LL-37,Guangshun Wang|Jayaram Lakshmaiah Narayana|Biswajit Mishra|Yingxia Zhang|Fangyu Wang|Chunfeng Wang|D. Zarena|Tamara Lushnikova|Xiuqing Wang,2019,146,NOT Open Access,National Institutes of Health,University of Nebraska Medical Center,1,Cathelicidin|Antimicrobial|Antimicrobial peptides|Peptide|Innate immune system|Immune system|Beta defensin|Biology|Protease|Chemistry|Antifungal|Microbiology|Computational biology|Biochemistry|Immunology|Enzyme
Azithromycin Synergizes with Cationic Antimicrobial Peptides to Exert Bactericidal and Therapeutic Activity Against Highly Multidrug-Resistant Gram-Negative Bacterial Pathogens,Leo Lin|Poochit Nonejuie|Jason Munguia|Andrew Hollands|Joshua Olson|Quang Dam|Monika Kumaraswamy|Heriberto Rivera|Ross Corriden|Manfred Rohde|Mary E. Hensler|Michael D. Burkart|Joe Pogliano|George Sakoulas|Victor Nizet,2015,284,Open Access,"University of California, San Diego","University of California, San Diego|Helmholtz Centre for Infection Research|Rady Children's Hospital-San Diego",2,Colistin|Azithromycin|Antimicrobial|Microbiology|Acinetobacter baumannii|Multiple drug resistance|Antibiotics|Pseudomonas aeruginosa|Antibiotic resistance|Medicine|Tigecycline|Carbapenem|Biology|Bacteria
Yeast-Based Synthetic Biology Platform for Antimicrobial Peptide Production,Jicong Cao|César de la Fuente‐Núñez|Rui Wen Ou|Marcelo D. T. Torres|Santosh G. Pande|Anthony J. Sinskey|Timothy K. Lu,2018,129,NOT Open Access,Fundación Ramón Areces|Fundação de Amparo à Pesquisa do Estado de São Paulo|Defense Threat Reduction Agency,Broad Institute|Massachusetts Institute of Technology|Universidade Federal do ABC,2,Biomanufacturing|Synthetic biology|Pichia pastoris|Yeast|Antimicrobial peptides|Antimicrobial|Fusion protein|Escherichia coli|Biology|Peptide|Antibiotics|Biotechnology|Biopharmaceutical|Computational biology|Protein engineering|Microbiology|Recombinant DNA|Biochemistry|Enzyme|Gene
Machine Learning Prediction of Antimicrobial Peptides,Guangshun Wang|Iosif I. Vaisman|Monique L. van Hoek,2022,94,Open Access,,University of Nebraska Medical Center|Nebraska Medical Center|George Mason University,1,Antimicrobial peptides|Antimicrobial|Antiparasitic|Computational biology|Antifungal|Machine learning|Peptide|Biology|Artificial intelligence|Protease|Computer science|Microbiology|Biochemistry|Medicine|Enzyme
Synthetic Random Copolymers as a Molecular Platform To Mimic Host-Defense Antimicrobial Peptides,Haruko Takahashi|Gregory A. Caputo|Satyavani Vemparala|Kenichi Kuroda,2017,144,NOT Open Access,"School of Dentistry, University of Michigan|Japan Society for the Promotion of Science",The University of Tokyo|Tokyo International University|Rowan University|Institute of Mathematical Sciences|University of Michigan,3,Chemistry|Antimicrobial peptides|Antimicrobial|Polymer|Combinatorial chemistry|Nanotechnology|Drug delivery|Synthetic polymer|Cationic polymerization|Organic chemistry|Materials science
Potential applications of antimicrobial peptides and their mimics in combating caries and pulpal infections,Sui Mai|Matthew T. Mauger|Li‐na Niu|Jonathan B. Barnes|Solon Kao|Brian E. Bergeron|Jun-qi Ling|Franklin R. Tay,2016,138,NOT Open Access,National Natural Science Foundation of China|Natural Science Foundation of Guangdong Province,Sun Yat-sen University|Augusta University|Air Force Medical University,2,Antimicrobial|Antimicrobial peptides|Materials science|Dentistry|Nanotechnology|Anti-Infective Agents|Biomedical engineering|Medicine|Microbiology|Biology
Romo1-Derived Antimicrobial Peptide Is a New Antimicrobial Agent against Multidrug-Resistant Bacteria in a Murine Model of Sepsis,Hye-Ra Lee|Deok-gyun You|Hong Kyu Kim|Jang Wook Sohn|Min Ja Kim|Jong Kuk Park|Gi Young Lee|Young Do Yoo,2020,55,Open Access,National Research Foundation of Korea,Korea University|Seoul National University|Korea Institute of Radiological and Medical Sciences,1,Antimicrobial|Bacteria|Antimicrobial peptides|Sepsis|Microbiology|Multiple drug resistance|Peptide|Medicine|Biology|Antibiotics|Immunology|Biochemistry
The next generation of antimicrobial peptides (AMPs) as molecular therapeutic tools for the treatment of diseases with social and economic impacts,Nicolau Brito da Cunha|Nicole B. Cobacho|Juliane Flávia Cançado Viana|Loiane Alves de Lima|Kamila Botelho Sampaio de Oliveira|Stephan S.M. Dohms|Arthur Corrêa Resende Ferreira|César de la Fuente‐Núñez|Fabrício F. Costa|Octávio Luiz Franco|Simoni Campos Dias,2016,192,Open Access,,Universidade Católica de Brasília|Universidade Ceuma|Broad Institute|Harvard University|Harvard Bioscience (United States)|Synthetic Biologics (United States)|Massachusetts Institute of Technology|Biotech (Brazil)|Universidade Católica Dom Bosco,2,Antimicrobial peptides|Antimicrobial|Effector|Antibiotics|Innate immune system|Antibiotic resistance|Biology|Computational biology|Pathogenic bacteria|Immune system|Microbiology|Bacteria|Immunology
AMPlify: attentive deep learning model for discovery of novel antimicrobial peptides effective against WHO priority pathogens,Chenkai Li|Darcy Sutherland|S. Austin Hammond|Chen Yang|Figali Taho|Lauren C. Bergman|Simon Houston|René L. Warren|Titus Wong|Linda Hoang|Caroline E. Cameron|Caren C. Helbing|İnanç Birol,2022,204,Open Access,Genome Canada|Genome British Columbia|British Columbia Centre for Disease Control|National Human Genome Research Institute,BC Cancer Agency|University of British Columbia|Canada's Michael Smith Genome Sciences Centre|BC Centre for Disease Control|University of Victoria|Vancouver General Hospital|University of Washington,2,In silico|Antimicrobial peptides|Biology|Computational biology|Antibiotic resistance|Antimicrobial|Antibiotics|Artificial intelligence|Microbiology|Genetics|Computer science|Gene
Exploring the role of unnatural amino acids in antimicrobial peptides,Rosario Oliva|Marco Chino|Katia Pane|Valéria Pistorio|Augusta De Santis|Elio Pizzo|Gerardino D’Errico|Vincenzo Pavone|Angela Lombardi|Pompea Del Vecchio|Eugenio Notomista|Flavia Nastri|Luigi Petraccone,2018,106,Open Access,"Ministero dell’Istruzione, dell’Università e della Ricerca",Federico II University Hospital|University of Naples Federico II,1,Antimicrobial peptides|Peptide|Proteases|Antimicrobial|Lipid bilayer|Liposome|Chemistry|Membrane|Biochemistry|Biophysics|Peptide sequence|Bilayer|Amino acid residue|Biology|Microbiology|Enzyme|Gene
The development of antimicrobial peptides as an approach to prevention of antibiotic resistance,Mehrdad Moosazadeh Moghaddam|Hossein Aghamollaei|Hamid Kooshki|Kamal Azizi Barjini|Reza Mirnejad|Ali Choopani,2015,50,NOT Open Access,,National Institute of Genetic Engineering and Biotechnology|Baqiyatallah University of Medical Sciences|Biotechnology Research Center|University of Mohaghegh Ardabili|Payame Noor University,1,Antimicrobial|Antibiotics|Antimicrobial peptides|Broad spectrum|Antibiotic resistance|Microbiology|Biology|Computational biology|Chemistry|Combinatorial chemistry
"Screening, Expression, Purification and Functional Characterization of Novel Antimicrobial Peptide Genes from Hermetia illucens (L.)",Osama Elhag|Dingzhong Zhou|Qi Song|Abdul Aziz Soomro|Minmin Cai|Longyu Zheng|Ziniu Yu|Jibin Zhang,2017,181,Open Access,Natural Science Foundation of Hubei Province|Huazhong Agricultural University|Special Fund for Agro-scientific Research in the Public Interest,Huazhong Agricultural University|Omdurman Islamic University,2,Hermetia illucens|Biology|Antimicrobial|Escherichia coli|Microbiology|Antimicrobial peptides|Rhizoctonia solani|Bacteria|Thioredoxin|Gene|Biochemistry|Genetics|Botany
Efficient in planta production of amidated antimicrobial peptides that are active against drug-resistant ESKAPE pathogens,Shahid Chaudhary|Zahir Ali|Muhammad Tehseen|Evan F. Haney|Aarón Pantoja‐Angles|Salwa Alshehri|Tiannyu Wang|Gerard J. Clancy|Maya Ayach|Charlotte A. E. Hauser|Pei‐Ying Hong|Samir M. Hamdan|Robert E. W. Hancock|Magdy M. Mahfouz,2023,57,Open Access,University of Connecticut|King Abdullah University of Science and Technology,King Abdullah University of Science and Technology|University of British Columbia|University of Jeddah,2,Antimicrobial peptides|Nicotiana benthamiana|Antibiotics|Microbiology|Antimicrobial|Computational biology|Biology|Chemistry|Biochemistry|Gene
Identifying antimicrobial peptides using word embedding with deep recurrent neural networks,Md-Nafiz Hamid|Iddo Friedberg,2018,144,Open Access,National Science Foundation|Office of the Director of National Intelligence|Intelligence Advanced Research Projects Activity|Army Research Office,Iowa State University,1,Bacteriocin|Antibiotic resistance|Antimicrobial|Antimicrobial peptides|Computational biology|Similarity (geometry)|Computer science|Artificial intelligence|Word embedding|Word (group theory)|Biology|Embedding|Antibiotics|Microbiology|Mathematics
Unifying the classification of antimicrobial peptides in the antimicrobial peptide database,Guangshun Wang,2022,55,Open Access,National Institutes of Health,Nebraska Medical Center|University of Nebraska Medical Center,1,Antimicrobial peptides|Antimicrobial|Peptide|Computational biology|Database|Peptide sequence|Biology|Computer science|Biochemistry|Microbiology|Gene
A review on the screening methods for the discovery of natural antimicrobial peptides,Bin Yang|Hongyan Yang|Jianlong Liang|Jiarou Chen|Chunhua Wang|Yuanyuan Wang|Jincai Wang|Wenhui Luo|Tao Deng|Jialiang Guo,2024,94,Open Access,National Natural Science Foundation of China|Guangdong Medical Research Foundation,Foshan University|Jinan University|Shijiazhuang Yiling Pharmaceutical (China),1,Antimicrobial peptides|Capillary electrophoresis|Chemistry|Antimicrobial|Natural product|Computational biology|Membrane|Chromatography|Biochemistry|Biology|Organic chemistry
Recent advances in the development of antimicrobial peptides against ESKAPE pathogens,Cesar Augusto Roque‐Borda|Laura Maria Duran Gleriani Primo|Henrik Franzyk|Paul Robert Hansen|Fernando R. Pavan,2024,36,Open Access,Fundação de Amparo à Pesquisa do Estado de São Paulo|Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Catholic University of Santa María|Universidade Estadual Paulista (Unesp)|University of Copenhagen,3,Antimicrobial peptides|Acinetobacter baumannii|Pseudomonas aeruginosa|Antimicrobial|Enterococcus faecium|Microbiology|Antibiotics|Antibiotic resistance|Klebsiella pneumoniae|Biology|Bacteria|Escherichia coli
Antimicrobial Peptides: The Game-Changer in the Epic Battle Against Multidrug-Resistant Bacteria,‏Helal F. Hetta|Nizar Sirag|Shumukh M. Alsharif|Ahmad A. Alharbi|Tala T. Alkindy|Alanoud Alkhamali|Abdullah S. Albalawi|Yasmin N. Ramadan|Zainab I. Rashed|Fawaz E. Alanazi,2024,38,Open Access,,University of Tabuk|Assiut University,2,Antimicrobial peptides|Antibiotics|Antimicrobial|Antibiotic resistance|Multiple drug resistance|Drug resistance|Biology|Microbiology
Antimicrobial peptide melimine coating for titanium and its in vivo antibacterial activity in rodent subcutaneous infection models,Renxun Chen|Mark D.P. Willcox|Kitty K. K. Ho|Daniel Smyth|Naresh Kumar,2016,184,Open Access,,UNSW Sydney|Cochlear (Australia),1,Antimicrobial|Materials science|Pseudomonas aeruginosa|Biofilm|Biocompatibility|In vivo|Maleimide|Coating|Surface modification|Combinatorial chemistry|Microbiology|Bacteria|Chemistry|Organic chemistry|Polymer chemistry|Nanotechnology|Biology
New Antimicrobial Peptides with Repeating Unit against Multidrug-Resistant Bacteria,Chao Zhong|Fangyan Zhang|Jia Yao|Yuewen Zhu|Ningyi Zhu|Jingying Zhang|Xu Ouyang|Tianyue Zhang|Beibei Li|Junqiu Xie|Jingman Ni,2021,36,NOT Open Access,National Natural Science Foundation of China|Key Science and Technology Foundation of Gansu Province,Lanzhou University|First Hospital of Lanzhou University|Macau University of Science and Technology,2,Antimicrobial|Antimicrobial peptides|Polymyxin|Bacteria|Multiple drug resistance|Antibiotics|Ciprofloxacin|Microbiology|Biology|Antibiotic resistance|In vivo|Chemistry|Biotechnology
Reinforcing Lipid A Acylation on the Cell Surface of Acinetobacter baumannii Promotes Cationic Antimicrobial Peptide Resistance and Desiccation Survival,Joseph M. Boll|Ashley T. Tucker|Dustin R. Klein|Alexander M. Beltran|Jennifer S. Brodbelt|Bryan W. Davies|M. Stephen Trent,2015,196,Open Access,Welch Foundation|National Institutes of Health|Army Research Office,The University of Texas at Austin|Georgia College & State University|University of Georgia,1,Acinetobacter baumannii|Polymyxin|Lipid A|Microbiology|Bacterial outer membrane|Polymyxin B|Biology|Antimicrobial|Acyltransferase|Lipopolysaccharide|Biochemistry|Bacteria|Chemistry|Escherichia coli|Antibiotics|Pseudomonas aeruginosa|Gene|Immunology
Biodegradable Antibacterial Polymeric Nanosystems: A New Hope to Cope with Multidrug‐Resistant Bacteria,Xiaokang Ding|Anzhi Wang|Wei Tong|Fu‐Jian Xu,2019,187,NOT Open Access,Royal Society|Royal Society of Chemistry|National Natural Science Foundation of China|Natural Science Foundation of Beijing Municipality,Beijing Advanced Sciences and Innovation Center|Beijing University of Chemical Technology,1,Nanocarriers|Antibacterial activity|Nanotechnology|Combinatorial chemistry|Antimicrobial|Nanogel|Chemistry|Drug delivery|Antibiotics|Materials science|Bacteria|Organic chemistry|Biochemistry|Biology
"Design, Engineering and Discovery of Novel α-Helical and β-Boomerang Antimicrobial Peptides against Drug Resistant Bacteria",Surajit Bhattacharjya|Suzana K. Straus,2020,63,Open Access,"Ministry of Education - Singapore|Ministry of Education, India|Natural Sciences and Engineering Research Council of Canada|Biomedical Research Council",Nanyang Technological University|University of British Columbia,2,Antimicrobial peptides|Furin|Drug discovery|Antimicrobial|Bacteria|Drug|Biology|Chemistry|Microbiology|Pharmacology|Biochemistry|Enzyme
Computational resources and tools for antimicrobial peptides,Shicai Liu|Linlin Fan|Jian Sun|Xingzhen Lao|Heng Zheng,2016,78,Open Access,National Natural Science Foundation of China,China Pharmaceutical University,1,Antimicrobial peptides|Antimicrobial|Computational biology|Combinatorial chemistry|Computer science|Chemistry|Biology|Organic chemistry
The antimicrobial peptide LI14 combats multidrug-resistant bacterial infections,Jingru Shi|Chen Chen|Dejuan Wang|Zhiqiang Wang|Yuan Liu,2022,99,Open Access,Jiangsu Agricultural Science and Technology Innovation Fund|National Natural Science Foundation of China|Yangzhou University|Priority Academic Program Development of Jiangsu Higher Education Institutions|National Key Research and Development Program of China,Yangzhou University|Ministry of Education,2,Antimicrobial|Antibiotics|Multiple drug resistance|Antimicrobial peptides|Antibiotic resistance|Bacteria|Microbiology|Biofilm|In vivo|Peptide|Biology|Biochemistry|Biotechnology
